0.05,53.0
0.07500000000000001,49.6
0.1,49.0
0.125,51.2
0.15,57.7
0.175,50.4
0.19999999999999998,48.2
0.22499999999999998,49.7
0.24999999999999997,61.6
0.27499999999999997,49.8
0.3,49.1
0.325,49.9
0.35000000000000003,49.7
0.37500000000000006,50.4
0.4000000000000001,49.4
0.4250000000000001,50.0
0.4500000000000001,48.0
0.47500000000000014,51.5
0.5000000000000001,50.4
0.5250000000000001,46.6
0.5500000000000002,46.3
0.5750000000000002,47.3
0.6000000000000002,48.2
0.6250000000000002,52.4
0.6500000000000002,52.7
0.6750000000000003,49.6
0.7000000000000003,50.0
0.7250000000000003,49.3
0.7500000000000003,50.3
0.7750000000000004,47.1
0.8000000000000004,45.1
0.8250000000000004,45.7
0.8500000000000004,47.9
0.8750000000000004,45.3
0.9000000000000005,45.0
0.9250000000000005,45.3
0.9500000000000005,45.2
0.9750000000000005,48.8
