0.05,102.9
0.07500000000000001,98.8
0.1,96.1
0.125,87.8
0.15,86.3
0.175,85.6
0.19999999999999998,86.8
0.22499999999999998,87.2
0.24999999999999997,85.2
0.27499999999999997,83.3
0.3,84.3
0.325,86.0
0.35000000000000003,94.0
0.37500000000000006,86.0
0.4000000000000001,81.0
0.4250000000000001,80.4
0.4500000000000001,80.7
0.47500000000000014,80.4
0.5000000000000001,81.2
0.5250000000000001,93.2
0.5500000000000002,91.8
0.5750000000000002,90.8
0.6000000000000002,92.7
0.6250000000000002,92.6
0.6500000000000002,179.5
0.6750000000000003,92.0
0.7000000000000003,91.2
0.7250000000000003,104.6
0.7500000000000003,93.3
0.7750000000000004,92.4
0.8000000000000004,91.0
0.8250000000000004,91.0
0.8500000000000004,90.1
0.8750000000000004,91.4
0.9000000000000005,92.3
0.9250000000000005,90.8
0.9500000000000005,90.7
0.9750000000000005,90.2
