0.05,49.1
0.07500000000000001,56.2
0.1,45.3
0.125,44.5
0.15,41.8
0.175,40.9
0.19999999999999998,42.5
0.22499999999999998,41.9
0.24999999999999997,42.1
0.27499999999999997,38.5
0.3,39.8
0.325,39.1
0.35000000000000003,39.0
0.37500000000000006,39.5
0.4000000000000001,38.5
0.4250000000000001,39.1
0.4500000000000001,41.3
0.47500000000000014,38.7
0.5000000000000001,39.2
0.5250000000000001,43.8
0.5500000000000002,43.8
0.5750000000000002,44.2
0.6000000000000002,50.3
0.6250000000000002,44.2
0.6500000000000002,44.4
0.6750000000000003,43.9
0.7000000000000003,43.6
0.7250000000000003,47.5
0.7500000000000003,45.0
0.7750000000000004,43.6
0.8000000000000004,44.7
0.8250000000000004,45.0
0.8500000000000004,47.5
0.8750000000000004,46.9
0.9000000000000005,49.3
0.9250000000000005,56.2
0.9500000000000005,47.8
0.9750000000000005,44.4
